,age,decile_score,priors_count,days_in_jail,c_days_from_compas,is_violent_recid,is_recid,Female-African-American,Female-Asian,Female-Caucasian,Female-Hispanic,Female-Native-American,Female-Other,Male-African-American,Male-Asian,Male-Caucasian,Male-Hispanic,Male-Native-American,Male-Other
575,64,1,1,7.0,9.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
576,49,1,2,0.0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
577,50,1,5,1.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
578,28,6,8,30.0,161.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
579,66,1,0,0.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
580,46,1,0,1.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
581,30,6,5,1.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
582,22,3,0,1.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
583,23,4,1,9.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
584,30,6,0,1.0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True
585,24,10,10,17.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
586,31,1,0,0.0,2.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
587,31,2,1,0.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
588,21,7,4,117.0,68.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
589,28,8,4,52.0,366.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
590,25,3,0,0.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
591,21,7,0,2.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
592,27,2,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
593,20,2,0,1.0,1.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False
594,32,1,1,0.0,27.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
595,24,5,0,0.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
596,20,3,1,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
597,31,8,3,19.0,20.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
598,27,7,3,6.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
599,59,5,17,58.0,65.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
600,40,2,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
601,22,10,11,0.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
602,38,1,1,0.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
603,36,10,1,39.0,101.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False
604,30,7,1,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
605,27,6,6,34.0,1.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
606,43,1,1,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
607,59,1,0,0.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
608,37,1,2,1.0,2.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
609,28,7,5,1.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
610,38,1,0,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
611,22,8,0,0.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
612,43,1,1,41.0,44.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
613,25,5,4,31.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
614,51,1,0,0.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
615,30,5,6,0.0,1.0,1,1,False,False,False,False,False,False,False,False,False,True,False,False
616,29,2,2,25.0,57.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
617,28,3,10,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
618,26,8,6,0.0,164.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
619,55,3,9,3.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
620,23,10,3,5.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
621,22,5,0,7.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
622,19,10,2,22.0,2.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
623,31,1,1,1.0,28.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
624,29,1,0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
625,61,6,15,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
626,24,10,4,0.0,175.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
627,31,2,0,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
628,20,9,4,2.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
629,26,7,3,1.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
630,27,9,5,1.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
631,25,5,1,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
632,23,5,3,9.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
633,38,1,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
634,27,9,18,0.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
635,35,3,0,1.0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
636,22,9,0,16.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
637,58,2,4,1.0,14.0,1,1,True,False,False,False,False,False,False,False,False,False,False,False
638,57,4,0,1.0,2.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
639,21,3,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
640,22,8,0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
641,30,2,0,2.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
642,24,10,1,37.0,6.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
643,22,4,2,27.0,41.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
644,29,4,3,38.0,61.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
645,30,8,8,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
646,31,6,10,0.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
647,45,6,1,1.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
648,23,7,4,89.0,330.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
649,39,2,2,4.0,13.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
650,31,8,0,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
651,22,4,1,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
652,27,2,9,65.0,68.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False
653,27,7,13,2.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
654,38,1,1,0.0,1.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
655,31,10,23,55.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
656,47,9,20,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
657,22,7,3,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
658,35,9,1,79.0,1159.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
659,23,6,2,19.0,19.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False
660,65,2,2,5.0,18.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
661,35,4,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
662,33,3,0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
663,53,1,1,1.0,10.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
664,52,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
665,21,5,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
666,37,4,11,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
667,30,9,4,0.0,1.0,1,1,False,False,False,False,False,False,False,False,False,False,False,True
668,33,5,5,21.0,32.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
669,31,7,2,0.0,565.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
670,54,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
671,31,1,0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
672,59,3,2,29.0,400.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
673,27,2,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
674,36,7,0,0.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
675,46,9,17,6.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
676,22,9,3,323.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
677,28,2,0,0.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
678,34,9,15,3.0,5.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
679,29,9,7,0.0,2.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False
680,23,10,2,80.0,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
681,27,4,3,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
682,21,6,0,0.0,1.0,1,1,False,False,False,False,False,False,False,True,False,False,False,False
683,48,1,3,0.0,4.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
684,30,9,15,20.0,248.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
685,32,2,2,1.0,44.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
686,31,7,5,6.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
687,36,5,4,2.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
688,36,5,1,0.0,556.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
689,44,8,14,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
690,53,1,2,0.0,2.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
691,33,2,3,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
692,21,10,2,293.0,273.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
693,33,8,4,339.0,557.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
694,47,5,2,2.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
695,57,7,20,33.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
696,28,4,2,6.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
697,24,6,1,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
698,44,1,1,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
699,46,1,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
700,37,3,6,1.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
701,26,6,10,5.0,6.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
702,27,8,10,0.0,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
703,40,2,1,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
704,60,3,9,384.0,0.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
705,53,1,1,6.0,7.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
706,26,6,8,40.0,52.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
707,28,1,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
708,23,4,0,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
709,46,8,2,19.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
710,23,5,0,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
711,37,1,5,0.0,28.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
712,44,1,1,0.0,503.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
713,50,8,18,248.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
714,45,1,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
715,22,5,1,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
716,26,2,1,16.0,0.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
717,62,1,0,2.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
718,34,1,0,1.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
719,24,10,1,6.0,6.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
720,21,2,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
721,25,2,0,0.0,1.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
722,68,1,0,3.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
723,41,2,2,0.0,47.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
724,21,3,1,0.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
725,37,3,1,1.0,1.0,0,0,False,False,False,True,False,False,False,False,False,False,False,False
726,22,8,0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
727,38,4,11,268.0,268.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
728,42,1,1,0.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
729,22,4,1,1.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
730,45,4,0,2.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
731,36,10,4,0.0,1.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False
732,48,6,2,1.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
733,45,1,1,8.0,106.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
734,23,9,6,8.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
735,24,8,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
736,29,2,0,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
737,24,3,0,0.0,3.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
738,50,9,11,2.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
739,34,7,10,2.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
740,23,2,0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
741,22,5,0,2.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
742,36,1,0,7.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
743,30,5,22,3.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
744,21,10,0,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
745,53,1,0,1.0,0.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
746,24,3,1,0.0,37.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
747,25,5,7,0.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
748,25,9,1,0.0,1599.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
749,71,1,8,24.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
750,39,9,10,40.0,2994.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
751,37,5,0,37.0,0.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
752,20,5,0,7.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
753,29,5,3,0.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
754,22,5,2,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
755,26,7,4,83.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
756,35,7,5,0.0,654.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
757,47,10,19,30.0,1.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False
758,21,4,1,0.0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True
759,23,10,0,1.0,1.0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
760,20,8,1,17.0,1.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
761,23,2,0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
762,27,7,3,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,True,False
763,55,2,18,37.0,47.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
764,53,1,0,0.0,0.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
765,23,7,0,0.0,1.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False
766,26,7,5,22.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
767,25,6,6,6.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
768,23,4,2,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
769,27,9,4,0.0,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
770,26,3,2,0.0,107.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
771,29,4,1,3.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
772,27,2,1,0.0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True
773,28,2,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
774,31,2,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
775,41,6,8,0.0,29.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
776,25,2,0,0.0,3.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
777,47,1,0,1.0,2.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
778,37,2,4,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
779,35,5,4,2.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
780,24,4,1,1.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
781,21,9,2,5.0,1.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
782,22,4,0,2.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
783,57,6,11,140.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
784,48,7,0,11.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
785,36,1,0,5.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
786,37,7,3,28.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
787,31,1,0,5.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
788,22,9,1,4.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
789,31,3,2,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
790,24,5,0,0.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
791,32,9,22,0.0,0.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
792,23,4,0,1.0,1.0,0,0,False,False,False,False,False,True,False,False,False,False,False,False
793,63,1,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
794,30,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
795,26,5,2,27.0,38.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
796,48,3,2,0.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
797,20,4,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
798,24,5,1,0.0,0.0,1,1,True,False,False,False,False,False,False,False,False,False,False,False
799,36,2,1,0.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
800,83,1,0,0.0,1.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
801,28,6,2,0.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
802,36,2,3,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
803,33,2,0,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
804,39,3,0,0.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
805,29,7,3,0.0,0.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
806,30,10,17,4.0,4.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
807,19,6,1,1.0,100.0,1,1,False,False,True,False,False,False,False,False,False,False,False,False
808,24,1,1,0.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
809,36,7,11,78.0,42.0,0,0,False,False,False,False,False,False,False,False,False,True,False,False
810,29,5,1,0.0,1694.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
811,35,6,7,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
812,24,3,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
813,26,2,0,9.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
814,26,4,8,2.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
815,52,6,7,0.0,185.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
816,28,7,14,0.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
817,32,5,0,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
818,32,3,1,0.0,1.0,1,1,False,False,True,False,False,False,False,False,False,False,False,False
819,33,8,5,5.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
820,29,10,16,17.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
821,34,3,1,0.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
822,37,1,0,0.0,1.0,0,1,False,False,False,False,False,True,False,False,False,False,False,False
823,43,1,0,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
824,47,4,2,0.0,4.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
825,25,6,3,2.0,0.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
826,23,3,1,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
827,39,2,2,0.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
828,35,8,13,5.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
829,33,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
830,21,3,0,1.0,1.0,1,1,False,False,False,False,False,False,False,False,False,False,False,True
831,43,8,20,1.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
832,25,8,3,0.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
833,48,10,25,6.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
834,22,7,1,1.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
835,52,8,9,38.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
836,26,4,5,35.0,1.0,1,1,False,False,False,False,False,False,False,False,True,False,False,False
837,67,7,4,27.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
838,34,2,4,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
839,56,1,4,0.0,2.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
840,28,4,1,5.0,2.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
841,29,4,2,0.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
842,24,5,0,0.0,1.0,0,1,True,False,False,False,False,False,False,False,False,False,False,False
843,37,5,6,20.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
844,43,2,3,1.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
845,51,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
846,20,7,1,0.0,2.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
847,26,7,4,293.0,0.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
848,39,2,1,10.0,1.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
849,21,8,1,2.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
850,21,9,1,2.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
851,24,4,3,1.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
852,26,8,4,1.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
853,48,2,1,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
854,24,5,5,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
855,26,4,0,1.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
856,46,1,0,1.0,1.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
857,30,2,1,0.0,3.0,0,0,False,False,False,True,False,False,False,False,False,False,False,False
858,24,9,7,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
859,21,5,0,0.0,1.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
860,24,3,1,1.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
861,30,7,1,0.0,599.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
862,36,8,9,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
863,30,4,5,1.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
864,22,6,1,1.0,23.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
865,25,9,0,9.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
866,31,8,25,117.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
867,24,4,0,2.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
868,39,8,13,1.0,1.0,1,1,False,False,False,False,False,False,True,False,False,False,False,False
869,46,1,0,5.0,1.0,0,0,False,False,False,False,False,False,False,False,False,False,False,True
870,48,1,5,0.0,9.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
871,30,3,4,0.0,5.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
872,40,2,0,22.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
873,52,1,0,2.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
874,23,9,3,33.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
875,26,2,1,1.0,1.0,0,0,True,False,False,False,False,False,False,False,False,False,False,False
876,22,8,1,19.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
877,42,4,3,0.0,0.0,0,0,False,False,False,False,False,False,False,False,True,False,False,False
878,23,10,6,135.0,1.0,0,1,False,False,False,False,False,False,True,False,False,False,False,False
879,33,3,4,1.0,1.0,0,1,False,False,False,False,False,False,False,False,False,False,False,True
880,28,3,1,2.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
881,37,4,4,0.0,154.0,0,0,False,False,True,False,False,False,False,False,False,False,False,False
882,50,1,1,1.0,847.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
883,38,10,25,8.0,172.0,0,1,False,False,False,False,False,False,False,False,False,False,True,False
884,32,7,1,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
885,24,6,3,97.0,1.0,0,1,False,False,False,False,False,False,False,False,False,True,False,False
886,51,2,3,1.0,1.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
887,19,4,1,0.0,1.0,0,1,False,False,False,False,False,False,False,False,True,False,False,False
888,32,5,4,108.0,0.0,0,0,False,False,False,False,False,False,True,False,False,False,False,False
889,31,3,1,0.0,23.0,0,1,False,False,True,False,False,False,False,False,False,False,False,False
