,age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,is_recid
1224,30,Female,3,1,Caucasian,41.0,82.0,0,0
1225,28,Female,4,1,Caucasian,1.0,1.0,0,0
1226,30,Male,8,2,Caucasian,36.0,36.0,0,1
1227,45,Female,3,3,Caucasian,44.0,480.0,0,0
1228,24,Male,5,2,African-American,0.0,1.0,0,1
1229,22,Male,9,0,African-American,0.0,1.0,0,0
1230,20,Male,10,8,Other,1.0,1.0,1,1
1231,42,Female,1,0,African-American,2.0,0.0,1,1
1232,24,Male,9,8,African-American,47.0,54.0,1,1
1233,40,Male,1,0,Hispanic,0.0,0.0,0,0
1234,27,Male,4,1,Other,5.0,1.0,0,0
1235,60,Male,3,12,African-American,1.0,1.0,0,0
1236,33,Male,5,6,African-American,0.0,1.0,0,0
1237,34,Male,4,2,African-American,23.0,1.0,0,1
1238,24,Male,8,4,Caucasian,0.0,1.0,0,0
1239,27,Male,2,0,African-American,2.0,1.0,0,1
1240,29,Male,10,4,African-American,355.0,1.0,1,1
1241,21,Male,7,1,Caucasian,36.0,1.0,0,1
1242,32,Male,1,0,Hispanic,0.0,1.0,0,0
1243,30,Male,5,10,Caucasian,108.0,378.0,1,1
1244,42,Female,1,0,Caucasian,0.0,1.0,0,1
1245,32,Male,4,1,African-American,1.0,0.0,0,0
1246,27,Male,1,0,Other,2.0,2.0,0,0
1247,30,Male,4,3,Caucasian,0.0,1.0,0,0
1248,22,Male,3,1,African-American,0.0,1.0,0,1
1249,20,Male,10,0,Caucasian,0.0,2.0,0,1
1250,57,Male,2,0,Caucasian,1.0,0.0,0,0
1251,51,Male,1,3,Caucasian,1.0,1.0,0,1
1252,21,Male,4,0,African-American,0.0,1.0,0,0
1253,22,Male,5,0,African-American,35.0,1.0,0,0
1254,35,Male,8,4,African-American,353.0,1.0,0,1
1255,54,Female,2,1,Caucasian,76.0,95.0,0,0
1256,58,Male,3,2,Caucasian,4.0,9.0,0,0
1257,32,Female,1,0,Caucasian,0.0,1.0,0,1
1258,39,Female,6,22,African-American,1.0,49.0,0,1
1259,30,Male,6,9,Caucasian,7.0,1.0,0,1
1260,20,Male,10,0,African-American,209.0,1.0,1,1
1261,40,Male,1,0,Other,0.0,1.0,0,0
1262,45,Female,2,5,Caucasian,0.0,2.0,0,0
1263,31,Male,3,4,African-American,0.0,1.0,0,1
1264,23,Male,9,4,Hispanic,27.0,27.0,0,0
1265,26,Male,5,0,Hispanic,3.0,1.0,0,1
1266,53,Female,3,1,Caucasian,0.0,1.0,0,0
1267,44,Male,1,0,Caucasian,2.0,1.0,0,0
1268,44,Female,5,1,Caucasian,4.0,6.0,0,0
1269,21,Male,2,0,Caucasian,1.0,1.0,0,1
1270,28,Male,1,0,African-American,0.0,1.0,0,0
1271,28,Male,1,2,Caucasian,1.0,1.0,0,0
1272,24,Male,3,0,African-American,182.0,1.0,0,1
1273,28,Male,2,0,African-American,1.0,1.0,0,0
1274,53,Male,1,4,Caucasian,1.0,1.0,0,0
1275,47,Male,5,1,Hispanic,183.0,1.0,0,0
1276,20,Male,3,1,African-American,1.0,24.0,0,0
1277,21,Male,6,0,African-American,0.0,7.0,0,0
1278,30,Male,2,1,Other,2.0,1.0,0,1
1279,37,Male,1,1,Caucasian,0.0,1.0,0,1
1280,60,Male,1,1,Hispanic,18.0,18.0,0,0
1281,26,Male,2,1,Hispanic,0.0,1.0,0,1
1282,30,Male,1,0,Caucasian,0.0,1.0,0,0
1283,26,Male,8,2,Caucasian,1.0,1.0,0,1
1284,26,Female,9,5,African-American,6.0,1.0,1,1
1285,21,Male,5,0,Hispanic,1.0,1.0,0,0
1286,39,Female,2,1,African-American,0.0,1.0,0,0
1287,30,Male,2,0,Other,5.0,1.0,0,0
1288,44,Male,5,2,African-American,2.0,1.0,0,0
1289,45,Male,2,0,Caucasian,2.0,1.0,0,0
1290,30,Male,1,1,African-American,0.0,1.0,0,0
1291,38,Male,1,2,Asian,8.0,0.0,0,0
1292,23,Male,5,6,Caucasian,0.0,1.0,0,1
1293,37,Male,4,1,African-American,36.0,140.0,0,0
1294,46,Male,1,0,Asian,0.0,1.0,0,0
1295,42,Male,1,0,African-American,0.0,1.0,0,0
1296,20,Female,8,0,African-American,11.0,1.0,0,1
1297,65,Male,1,2,Caucasian,4.0,60.0,0,0
1298,54,Male,2,4,Caucasian,3.0,1.0,0,0
1299,47,Male,1,7,African-American,1.0,1.0,0,1
1300,39,Male,9,5,African-American,26.0,49.0,0,1
1301,26,Male,7,0,Caucasian,1.0,3.0,0,1
1302,29,Male,10,7,Caucasian,1.0,2.0,1,1
1303,51,Male,1,7,Caucasian,14.0,1.0,1,1
1304,44,Male,1,0,African-American,0.0,0.0,0,0
1305,49,Male,5,12,Caucasian,21.0,24.0,0,0
1306,22,Male,8,0,African-American,0.0,1.0,0,1
1307,32,Male,4,4,African-American,1.0,1.0,0,1
1308,27,Male,3,0,African-American,1.0,1.0,0,0
1309,30,Male,2,0,Caucasian,0.0,1.0,0,0
1310,22,Male,10,6,African-American,0.0,63.0,1,1
1311,20,Male,8,2,African-American,56.0,56.0,0,1
1312,28,Male,7,11,Hispanic,0.0,0.0,0,0
1313,45,Male,1,0,Other,1.0,1.0,0,0
1314,51,Female,5,5,Caucasian,32.0,0.0,0,0
1315,27,Male,2,4,African-American,1.0,1.0,0,1
1316,32,Male,7,0,African-American,17.0,1.0,0,1
1317,43,Male,3,2,African-American,5.0,1.0,0,0
1318,63,Female,4,1,African-American,0.0,2902.0,0,0
1319,37,Male,2,2,Caucasian,0.0,1.0,0,0
1320,26,Male,4,0,African-American,1.0,1.0,0,1
1321,32,Male,10,17,African-American,209.0,0.0,0,1
1322,26,Male,2,0,African-American,0.0,1.0,0,0
1323,32,Male,3,4,Other,1.0,1.0,0,0
1324,39,Male,4,3,Hispanic,13.0,21.0,0,0
1325,58,Female,1,4,African-American,1.0,1.0,0,0
1326,33,Male,2,0,Other,0.0,1.0,0,0
1327,22,Female,3,1,Caucasian,0.0,22.0,0,0
1328,26,Male,5,6,African-American,0.0,0.0,0,1
1329,21,Male,10,2,African-American,140.0,1.0,0,1
1330,29,Female,4,1,African-American,0.0,1.0,0,1
1331,31,Male,7,0,Caucasian,35.0,1.0,0,1
1332,43,Male,1,2,Caucasian,1.0,10.0,0,0
1333,23,Male,7,0,African-American,0.0,1.0,0,0
1334,25,Male,2,0,Caucasian,1.0,1.0,0,0
1335,22,Male,9,6,African-American,1.0,1.0,0,0
1336,30,Male,4,6,African-American,133.0,1.0,0,0
1337,25,Male,9,15,African-American,2.0,1.0,1,1
1338,20,Male,7,0,African-American,1.0,1.0,0,1
1339,39,Male,1,0,Hispanic,0.0,1.0,0,0
1340,31,Male,5,3,African-American,0.0,1.0,0,1
1341,33,Male,2,1,African-American,3.0,1.0,0,1
1342,59,Male,4,1,African-American,0.0,1.0,0,0
1343,21,Male,9,1,Hispanic,1.0,8.0,0,0
1344,53,Male,6,8,African-American,5.0,1.0,0,1
1345,34,Male,2,2,Caucasian,1.0,1.0,0,0
1346,36,Male,4,6,Caucasian,0.0,26.0,0,0
1347,23,Male,3,0,African-American,1.0,1.0,0,0
1348,32,Male,8,2,African-American,109.0,0.0,0,0
1349,32,Male,9,11,African-American,1.0,1.0,0,1
1350,66,Female,1,1,Caucasian,28.0,46.0,0,0
1351,66,Male,1,0,Other,1.0,1.0,0,0
1352,24,Female,6,0,Caucasian,23.0,1.0,0,0
1353,30,Male,10,7,African-American,602.0,1.0,0,1
1354,28,Male,7,1,African-American,1.0,1.0,0,0
1355,43,Male,5,4,Caucasian,2.0,0.0,1,1
1356,35,Male,2,3,African-American,11.0,1.0,0,0
1357,19,Male,8,2,African-American,14.0,21.0,0,1
1358,33,Male,2,0,Caucasian,0.0,2.0,1,1
1359,22,Male,6,1,African-American,4.0,1.0,1,1
1360,29,Male,1,0,African-American,0.0,1.0,0,0
1361,23,Female,4,0,African-American,2.0,1.0,0,0
1362,62,Male,9,15,African-American,36.0,35.0,0,0
1363,33,Female,2,0,Caucasian,0.0,3.0,0,0
1364,35,Male,4,1,African-American,1.0,1.0,0,0
1365,53,Male,1,0,Caucasian,0.0,0.0,0,1
1366,59,Male,6,17,Caucasian,23.0,25.0,0,1
1367,48,Female,1,0,Caucasian,0.0,1.0,0,0
1368,33,Female,2,1,African-American,0.0,10.0,0,0
1369,44,Male,1,0,Caucasian,1.0,0.0,0,0
1370,31,Male,2,10,Caucasian,1.0,18.0,0,1
1371,28,Male,4,2,African-American,1.0,1.0,0,1
1372,56,Male,1,9,Other,138.0,147.0,0,0
1373,51,Male,1,1,Hispanic,17.0,18.0,0,0
1374,23,Male,7,0,African-American,5.0,1.0,0,1
1375,21,Male,7,0,Hispanic,0.0,1.0,0,0
1376,26,Male,5,0,Caucasian,0.0,0.0,0,0
1377,22,Male,9,3,African-American,0.0,0.0,0,0
1378,29,Male,2,0,African-American,1.0,1.0,0,0
1379,20,Male,9,2,African-American,2.0,1.0,0,1
1380,44,Male,1,0,Caucasian,0.0,1.0,0,0
1381,41,Male,5,2,African-American,14.0,1.0,0,0
1382,28,Female,4,4,African-American,0.0,0.0,0,0
1383,27,Male,6,1,Caucasian,21.0,1.0,0,1
1384,31,Male,3,7,Caucasian,1.0,1.0,0,0
1385,23,Male,8,5,Caucasian,14.0,105.0,0,1
1386,33,Male,7,16,African-American,0.0,243.0,0,1
1387,26,Male,3,3,African-American,0.0,21.0,0,1
1388,20,Male,4,0,African-American,1.0,1.0,1,1
1389,55,Male,1,2,Caucasian,0.0,1.0,0,1
1390,36,Male,8,0,African-American,1.0,0.0,0,0
1391,48,Male,1,4,Other,4.0,1.0,0,1
1392,22,Male,4,5,Other,2.0,1.0,0,1
1393,23,Male,9,1,African-American,5.0,1.0,0,0
1394,34,Male,10,19,African-American,4.0,1.0,0,1
1395,59,Female,1,1,Caucasian,5.0,21.0,0,0
1396,37,Male,2,0,Caucasian,1.0,5.0,1,1
1397,28,Female,4,0,Caucasian,0.0,1.0,0,1
1398,20,Male,10,1,African-American,46.0,47.0,0,1
1399,31,Male,2,0,African-American,1.0,1.0,0,0
1400,38,Female,10,14,African-American,4.0,1.0,1,1
1401,33,Male,1,0,African-American,3.0,4.0,0,1
1402,27,Male,8,3,African-American,0.0,1.0,1,1
1403,25,Male,4,2,Caucasian,1.0,0.0,0,1
1404,42,Female,2,2,African-American,1.0,1.0,0,0
1405,22,Male,8,3,African-American,26.0,1.0,1,1
1406,21,Male,6,0,Other,1.0,1.0,0,0
1407,57,Male,7,15,Caucasian,20.0,32.0,0,0
1408,45,Male,5,1,Caucasian,27.0,1.0,0,1
1409,21,Female,3,1,African-American,1.0,11.0,0,1
1410,52,Male,1,2,Caucasian,1.0,41.0,0,0
1411,29,Male,3,0,Caucasian,0.0,1.0,0,0
1412,37,Female,4,0,African-American,5.0,0.0,0,0
1413,34,Male,2,0,Caucasian,0.0,1.0,0,0
1414,53,Male,1,0,African-American,1.0,1.0,1,1
1415,30,Female,8,8,African-American,1.0,1.0,0,1
1416,35,Male,3,0,Hispanic,1.0,7.0,0,0
1417,28,Male,4,1,Caucasian,4.0,1.0,0,0
1418,21,Male,8,1,African-American,0.0,1.0,0,0
1419,22,Male,7,1,African-American,43.0,1.0,0,0
1420,42,Male,3,1,Caucasian,0.0,1.0,1,1
1421,26,Male,4,3,African-American,0.0,0.0,0,1
1422,54,Male,1,9,African-American,1.0,3940.0,0,0
1423,39,Male,2,1,Other,0.0,1.0,1,1
1424,30,Male,9,20,African-American,317.0,0.0,0,1
1425,26,Female,6,1,African-American,27.0,1.0,0,1
1426,41,Male,1,0,African-American,0.0,0.0,0,0
1427,23,Male,5,5,Caucasian,54.0,0.0,0,1
1428,43,Male,2,1,Caucasian,64.0,1.0,1,1
1429,22,Male,3,0,African-American,0.0,2.0,1,1
1430,42,Male,5,3,Hispanic,0.0,100.0,0,0
1431,27,Female,3,6,Caucasian,1.0,1.0,0,1
1432,42,Female,3,2,African-American,34.0,1.0,0,0
1433,25,Male,6,8,African-American,29.0,1.0,0,1
1434,49,Male,2,4,African-American,35.0,1.0,0,0
1435,26,Male,9,7,African-American,38.0,43.0,0,1
1436,52,Male,1,1,Caucasian,24.0,1.0,0,0
1437,60,Female,1,2,Caucasian,1.0,1.0,0,0
1438,23,Female,6,0,African-American,1.0,1.0,0,0
1439,30,Male,7,2,African-American,1.0,1867.0,0,0
1440,48,Male,6,9,African-American,3.0,0.0,0,1
1441,32,Male,7,2,African-American,1.0,0.0,1,1
1442,28,Male,3,3,Hispanic,1.0,1.0,0,1
1443,24,Male,7,5,African-American,1.0,1.0,0,1
1444,26,Female,5,3,African-American,7.0,306.0,0,1
1445,22,Male,5,3,African-American,214.0,21.0,1,1
1446,44,Male,2,2,African-American,1.0,1.0,0,0
1447,32,Male,4,3,Caucasian,86.0,1.0,0,0
1448,27,Female,2,1,African-American,0.0,1.0,0,0
1449,52,Male,4,15,African-American,0.0,0.0,0,1
1450,61,Male,2,3,Caucasian,0.0,0.0,1,1
1451,69,Male,1,3,African-American,0.0,0.0,0,0
1452,51,Male,1,2,Other,34.0,1.0,0,0
1453,21,Female,6,1,Caucasian,1.0,86.0,0,0
1454,31,Male,6,2,Caucasian,3.0,1.0,0,1
1455,19,Male,4,3,African-American,30.0,1.0,0,1
1456,24,Male,9,12,African-American,36.0,0.0,1,1
1457,24,Male,8,3,Caucasian,6.0,1.0,0,1
1458,57,Male,1,3,Hispanic,1.0,2.0,0,0
1459,30,Male,7,6,Caucasian,6.0,1.0,0,0
1460,43,Male,1,4,African-American,1.0,0.0,0,1
1461,24,Male,7,4,African-American,4.0,1.0,0,0
1462,30,Female,7,7,Caucasian,17.0,17.0,0,0
1463,25,Male,9,5,African-American,1.0,1.0,0,1
1464,57,Male,2,0,Caucasian,0.0,1.0,1,1
1465,56,Female,8,1,Caucasian,169.0,1.0,0,0
1466,21,Male,8,1,African-American,8.0,8.0,0,0
1467,31,Male,10,6,African-American,31.0,1.0,1,1
1468,23,Female,9,1,African-American,1.0,1.0,0,0
1469,30,Male,10,15,African-American,1.0,1.0,0,1
1470,42,Male,1,1,Other,0.0,13.0,0,0
1471,64,Male,3,0,Caucasian,108.0,1.0,0,0
1472,21,Female,6,0,Caucasian,0.0,1.0,1,1
1473,36,Male,3,5,African-American,11.0,795.0,0,0
1474,50,Female,1,1,African-American,1.0,1.0,0,0
1475,23,Male,3,0,African-American,0.0,1.0,0,1
1476,28,Male,3,2,Native American,49.0,1.0,0,0
1477,25,Female,7,5,Caucasian,0.0,4.0,0,0
1478,47,Female,6,1,African-American,0.0,762.0,0,0
1479,28,Male,8,7,African-American,39.0,9.0,0,1
1480,53,Male,10,4,Hispanic,0.0,490.0,0,0
1481,54,Male,4,14,Caucasian,28.0,1.0,1,1
1482,37,Male,1,6,Other,1.0,1.0,0,0
1483,25,Male,9,5,Caucasian,14.0,1.0,1,1
1484,63,Male,1,0,Caucasian,3.0,1.0,0,1
1485,35,Male,7,2,African-American,1.0,1.0,0,0
1486,20,Male,4,9,African-American,64.0,23.0,0,1
1487,26,Male,1,0,Hispanic,0.0,1.0,0,1
1488,32,Male,3,2,African-American,0.0,677.0,0,0
1489,25,Male,10,8,African-American,1.0,1.0,1,1
1490,33,Male,1,0,Caucasian,0.0,1.0,0,0
1491,29,Male,3,7,African-American,1.0,1.0,0,0
1492,27,Male,4,2,Hispanic,0.0,1.0,0,0
1493,37,Male,9,12,African-American,0.0,1.0,0,1
1494,20,Female,10,3,Caucasian,0.0,1.0,1,1
1495,32,Male,2,1,African-American,1.0,1.0,0,1
1496,72,Male,1,1,Caucasian,1.0,23.0,0,0
1497,38,Male,1,0,Caucasian,2.0,1.0,0,0
1498,40,Male,2,0,Caucasian,0.0,1.0,0,0
1499,23,Male,3,0,Caucasian,0.0,1.0,0,0
1500,21,Male,8,5,Caucasian,1.0,10.0,1,1
1501,27,Male,7,4,Caucasian,0.0,0.0,0,1
1502,55,Male,6,13,Caucasian,0.0,1.0,0,1
1503,23,Male,9,5,African-American,0.0,0.0,0,1
1504,41,Female,1,0,Caucasian,0.0,1.0,0,0
1505,56,Male,1,1,Caucasian,2.0,1.0,0,0
1506,55,Male,7,11,Caucasian,57.0,338.0,0,0
1507,23,Female,6,0,Hispanic,1.0,3.0,0,1
1508,28,Male,2,3,African-American,0.0,1.0,0,0
1509,31,Male,2,2,Other,13.0,1.0,1,1
1510,56,Male,2,3,African-American,49.0,49.0,0,0
1511,53,Male,1,0,Caucasian,0.0,1.0,0,0
1512,27,Male,5,6,African-American,10.0,1.0,0,1
1513,22,Male,5,0,Caucasian,0.0,1.0,0,1
1514,22,Female,4,0,African-American,0.0,1.0,0,1
1515,33,Male,6,7,African-American,1.0,1.0,1,1
1516,34,Male,7,15,African-American,6.0,6.0,0,0
1517,22,Male,3,0,Hispanic,0.0,0.0,0,1
1518,32,Male,8,12,African-American,1.0,1.0,0,1
1519,47,Male,9,14,African-American,0.0,1.0,0,1
1520,24,Male,2,0,Asian,0.0,1.0,0,0
1521,25,Male,10,14,African-American,83.0,1.0,0,1
1522,56,Male,1,0,Caucasian,1.0,1.0,0,0
1523,36,Male,4,1,Hispanic,106.0,22.0,1,1
1524,28,Male,6,4,African-American,21.0,1.0,1,1
1525,20,Male,9,2,African-American,0.0,1.0,0,1
1526,59,Male,1,0,Hispanic,1.0,2.0,0,0
1527,27,Female,7,1,Caucasian,0.0,238.0,0,1
1528,29,Female,8,11,African-American,0.0,1.0,0,0
1529,72,Male,1,3,Caucasian,4.0,5.0,0,0
1530,24,Female,7,2,African-American,14.0,1.0,0,1
1531,45,Male,9,3,African-American,36.0,35.0,0,0
1532,30,Male,10,7,African-American,2.0,1.0,0,1
1533,45,Male,1,0,African-American,0.0,1.0,0,0
1534,47,Male,1,0,Caucasian,0.0,1.0,0,0
1535,24,Male,3,0,African-American,9.0,1.0,0,1
1536,20,Male,3,0,African-American,2.0,1.0,0,1
1537,51,Male,1,6,Caucasian,0.0,0.0,0,1
1538,34,Male,3,2,African-American,0.0,128.0,0,0
1539,22,Male,3,2,Hispanic,0.0,257.0,0,0
1540,49,Female,2,2,Caucasian,11.0,1.0,0,1
1541,41,Male,1,5,Caucasian,1.0,1.0,0,0
1542,49,Male,3,1,Caucasian,12.0,17.0,0,0
1543,26,Male,1,0,Hispanic,0.0,1.0,0,0
1544,34,Female,3,2,Caucasian,41.0,49.0,1,1
1545,28,Female,3,0,African-American,1.0,1.0,0,0
1546,33,Male,2,2,Caucasian,1.0,1.0,0,0
1547,46,Male,7,0,African-American,0.0,1.0,0,0
1548,21,Male,4,0,African-American,1.0,1.0,0,1
1549,26,Male,9,14,African-American,1.0,1.0,0,1
1550,28,Female,5,2,Hispanic,7.0,65.0,0,0
1551,48,Male,1,1,Hispanic,126.0,169.0,0,1
1552,58,Male,6,24,African-American,3.0,0.0,0,1
1553,29,Male,1,0,Other,1.0,1.0,0,0
1554,20,Female,10,2,African-American,23.0,1.0,0,1
1555,28,Male,4,0,African-American,0.0,1.0,0,1
1556,21,Male,8,0,Caucasian,4.0,1.0,1,1
1557,26,Male,7,0,Other,0.0,1.0,0,0
1558,34,Male,1,3,African-American,0.0,4.0,0,0
1559,32,Male,8,15,African-American,7.0,1.0,0,1
1560,38,Male,4,10,African-American,10.0,1.0,0,1
1561,22,Male,3,0,African-American,1.0,1.0,0,0
1562,42,Male,5,2,Caucasian,0.0,1.0,0,1
1563,57,Female,4,0,Caucasian,1.0,1.0,0,0
1564,56,Female,1,1,Caucasian,1.0,20.0,0,0
1565,32,Male,5,2,Hispanic,0.0,0.0,0,1
1566,30,Male,8,11,African-American,0.0,1.0,0,0
1567,29,Male,1,2,African-American,0.0,1.0,0,0
1568,46,Male,7,15,African-American,6.0,1.0,0,1
1569,36,Male,10,5,African-American,1.0,64.0,0,0
1570,24,Female,3,0,African-American,0.0,1.0,0,0
1571,70,Female,1,1,African-American,1.0,1.0,0,0
1572,21,Male,6,0,Hispanic,0.0,0.0,0,1
1573,45,Female,1,1,Caucasian,0.0,11.0,0,0
1574,33,Female,4,2,Hispanic,2.0,1.0,0,0
1575,39,Female,5,6,African-American,0.0,1.0,0,0
1576,25,Male,4,6,Caucasian,1.0,16.0,0,0
1577,48,Male,1,1,Hispanic,1.0,1.0,0,0
1578,32,Female,2,1,Caucasian,28.0,41.0,0,1
1579,46,Male,1,0,Caucasian,0.0,1.0,0,0
1580,28,Male,2,0,Caucasian,2.0,1.0,1,1
1581,32,Male,2,1,Caucasian,0.0,229.0,0,0
1582,27,Male,2,1,African-American,1.0,1.0,0,0
1583,43,Male,7,11,Caucasian,76.0,227.0,1,1
1584,56,Male,5,5,Caucasian,21.0,38.0,0,1
1585,30,Male,10,9,African-American,50.0,0.0,0,1
1586,35,Male,9,12,African-American,0.0,734.0,0,0
1587,29,Male,3,1,Caucasian,0.0,22.0,0,0
1588,54,Male,1,8,African-American,1.0,1.0,0,1
1589,20,Female,4,0,Caucasian,0.0,0.0,0,0
1590,29,Male,1,0,African-American,0.0,1.0,0,0
1591,28,Male,2,3,Other,0.0,249.0,0,0
1592,67,Male,1,0,Asian,0.0,1.0,0,0
1593,46,Female,5,1,African-American,0.0,1041.0,0,0
1594,25,Male,2,0,Other,0.0,1.0,0,0
1595,24,Male,9,8,African-American,0.0,1.0,1,1
1596,29,Male,6,3,Other,177.0,1.0,0,0
1597,45,Male,6,2,African-American,28.0,345.0,0,0
1598,31,Male,5,5,African-American,11.0,1.0,0,1
1599,23,Male,3,0,Caucasian,7.0,1.0,0,1
1600,21,Male,8,0,African-American,8.0,1.0,0,1
1601,61,Male,1,0,Caucasian,0.0,1.0,0,0
1602,51,Female,7,5,Caucasian,20.0,1.0,0,1
1603,32,Male,1,1,Other,15.0,15.0,0,0
1604,43,Male,6,9,Caucasian,0.0,2.0,0,0
1605,32,Male,1,0,Other,1.0,1.0,0,0
1606,36,Male,5,0,African-American,0.0,1.0,0,0
1607,58,Male,4,3,Caucasian,15.0,0.0,0,1
1608,32,Male,2,1,African-American,0.0,885.0,0,0
1609,57,Male,9,12,African-American,50.0,1.0,0,0
1610,37,Male,7,2,African-American,0.0,0.0,0,0
1611,44,Male,6,6,African-American,1.0,1.0,0,0
1612,51,Male,2,8,African-American,0.0,447.0,0,0
1613,45,Male,6,4,Hispanic,0.0,140.0,0,0
1614,28,Male,8,9,Caucasian,116.0,297.0,0,0
1615,45,Male,7,8,African-American,0.0,0.0,1,1
1616,48,Male,1,1,Other,2.0,1.0,0,0
1617,26,Male,8,13,African-American,1.0,1.0,0,1
1618,34,Male,6,9,Caucasian,1.0,1.0,0,1
1619,25,Male,3,0,African-American,1.0,1.0,0,0
1620,31,Male,7,8,African-American,0.0,1.0,0,1
1621,43,Male,1,1,African-American,1.0,1.0,0,0
1622,30,Male,1,0,African-American,0.0,0.0,0,0
1623,50,Male,1,0,Caucasian,0.0,2.0,0,0
1624,31,Female,2,2,African-American,1.0,1.0,0,0
1625,33,Female,6,7,Caucasian,0.0,6.0,0,0
1626,32,Male,5,1,African-American,19.0,1.0,1,1
1627,46,Female,1,0,Caucasian,2.0,1.0,0,1
1628,22,Male,6,0,Hispanic,1.0,1.0,0,0
1629,37,Male,5,8,African-American,1.0,1.0,0,1
1630,32,Female,6,6,Caucasian,8.0,1.0,0,1
1631,23,Female,7,2,African-American,1.0,1.0,0,1
1632,21,Male,5,0,Caucasian,1.0,1.0,0,0
1633,22,Male,9,1,Other,0.0,287.0,0,0
1634,52,Male,1,2,Other,1.0,1.0,0,0
1635,49,Male,2,2,Caucasian,1.0,1.0,0,0
1636,55,Male,7,3,Caucasian,36.0,1.0,0,1
1637,22,Male,2,0,African-American,1.0,1.0,0,0
1638,45,Male,1,0,Hispanic,13.0,1.0,0,0
1639,31,Female,5,7,African-American,1.0,1.0,0,1
1640,22,Male,2,0,Caucasian,1.0,1.0,0,1
1641,28,Male,6,5,African-American,1.0,1.0,0,0
1642,21,Male,5,1,African-American,11.0,1.0,1,1
1643,37,Male,3,2,Hispanic,1.0,1.0,0,0
1644,30,Male,7,21,African-American,1.0,1.0,0,1
1645,22,Male,10,13,African-American,0.0,1.0,0,1
1646,35,Male,9,23,African-American,1.0,1.0,0,1
1647,28,Male,10,11,African-American,26.0,1.0,0,0
1648,24,Male,3,1,African-American,1.0,1.0,0,0
1649,44,Male,3,9,African-American,65.0,132.0,0,0
1650,25,Male,8,5,Hispanic,0.0,1223.0,0,0
1651,32,Male,7,24,African-American,2.0,1.0,1,1
1652,29,Male,3,5,African-American,13.0,55.0,0,1
1653,24,Female,5,1,African-American,0.0,1.0,0,0
1654,57,Male,3,19,African-American,1.0,1.0,0,0
1655,21,Male,6,0,Other,0.0,1.0,0,0
1656,28,Male,2,0,Caucasian,1.0,1.0,0,0
1657,51,Male,1,0,Caucasian,91.0,1.0,0,0
1658,34,Male,9,6,African-American,216.0,3238.0,0,1
1659,26,Male,2,0,African-American,0.0,1.0,0,1
1660,20,Male,6,0,African-American,1.0,1.0,0,1
1661,25,Male,7,6,African-American,32.0,0.0,0,0
1662,19,Male,6,0,Caucasian,2.0,1.0,1,1
1663,49,Male,1,1,Caucasian,20.0,1.0,0,1
1664,57,Male,10,27,African-American,9.0,9.0,0,0
1665,27,Female,2,0,African-American,0.0,0.0,0,0
1666,66,Male,1,1,Caucasian,19.0,1.0,0,0
1667,25,Female,7,4,African-American,16.0,46.0,1,1
1668,21,Male,3,0,Caucasian,0.0,0.0,0,0
1669,45,Male,2,1,Caucasian,1.0,1.0,0,0
1670,38,Male,6,6,African-American,202.0,205.0,1,1
1671,37,Male,8,24,African-American,19.0,1.0,0,0
1672,44,Male,9,13,Caucasian,16.0,1.0,0,1
1673,64,Male,4,0,African-American,4.0,1.0,0,0
1674,30,Male,6,1,African-American,0.0,1.0,1,1
1675,61,Male,1,1,African-American,2.0,1.0,0,0
1676,33,Male,3,0,Caucasian,0.0,1.0,0,0
1677,49,Female,2,8,Caucasian,8.0,10.0,0,0
1678,23,Male,7,0,African-American,0.0,1.0,0,0
1679,33,Male,8,14,African-American,67.0,79.0,0,0
1680,21,Male,9,0,Caucasian,0.0,2.0,1,1
1681,30,Female,10,2,Caucasian,43.0,0.0,0,1
1682,26,Male,4,7,Hispanic,1.0,1.0,0,0
1683,35,Male,1,3,Other,1.0,1.0,0,1
1684,27,Male,9,2,African-American,1.0,1.0,0,1
1685,38,Male,6,1,Caucasian,14.0,1.0,0,0
1686,48,Male,9,14,African-American,142.0,298.0,0,1
1687,26,Male,2,0,Caucasian,0.0,1.0,0,0
1688,24,Male,8,4,African-American,26.0,27.0,0,1
1689,28,Female,5,2,African-American,0.0,0.0,0,1
1690,44,Female,6,4,Caucasian,5.0,0.0,0,1
1691,23,Male,7,2,Caucasian,13.0,0.0,0,1
1692,34,Female,6,1,Caucasian,12.0,1.0,0,1
1693,20,Male,5,1,Caucasian,1.0,1.0,0,1
1694,63,Male,4,23,Other,2.0,1.0,0,1
1695,36,Female,1,0,African-American,0.0,0.0,0,0
1696,58,Male,1,1,Caucasian,79.0,1.0,0,0
1697,25,Male,7,7,African-American,0.0,520.0,0,1
1698,46,Male,3,5,Caucasian,0.0,240.0,0,0
1699,35,Female,3,4,Caucasian,13.0,30.0,0,0
1700,23,Male,7,3,African-American,1.0,1.0,0,0
1701,40,Male,1,1,Caucasian,21.0,21.0,0,0
1702,31,Male,3,3,Hispanic,0.0,1.0,0,0
1703,34,Female,4,5,Hispanic,1.0,1.0,0,0
1704,23,Male,6,3,African-American,13.0,1.0,0,1
1705,27,Male,3,0,Caucasian,4.0,5.0,0,1
1706,26,Female,5,3,African-American,27.0,27.0,0,0
1707,49,Male,1,1,African-American,24.0,0.0,0,0
